,test_patient,train_shape,test_shape,train_lable_count,test_label_count,sensor_pos,sensor_type,features,model_name,duration,accuracy,f1_score,precision,recall,conf_matrix,clf_report,loss
390,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,K-NearestNeighbors,0:00:00.244487,0.32689655172413795,0.30192244861777706,0.5024809808176948,0.32689655172413795,"[[145  61]
 [427  92]]","{'0.0': {'precision': 0.2534965034965035, 'recall': 0.7038834951456311, 'f1-score': 0.37275064267352187, 'support': 206}, '1.0': {'precision': 0.6013071895424836, 'recall': 0.17726396917148363, 'f1-score': 0.27380952380952384, 'support': 519}, 'accuracy': 0.32689655172413795, 'macro avg': {'precision': 0.42740184651949353, 'recall': 0.44057373215855733, 'f1-score': 0.32328008324152285, 'support': 725}, 'weighted avg': {'precision': 0.5024809808176948, 'recall': 0.32689655172413795, 'f1-score': 0.30192244861777706, 'support': 725}}",
391,G04,"(18925, 43)","(725, 43)","{0.0: 13689, 1.0: 5236}","{1.0: 519, 0.0: 206}",feet,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:20.357114,0.3655172413793104,0.33115515677282903,0.5978261707390563,0.3655172413793104,"[[169  37]
 [423  96]]","{'0.0': {'precision': 0.28547297297297297, 'recall': 0.8203883495145631, 'f1-score': 0.42355889724310775, 'support': 206}, '1.0': {'precision': 0.7218045112781954, 'recall': 0.18497109826589594, 'f1-score': 0.29447852760736193, 'support': 519}, 'accuracy': 0.36551724137931035, 'macro avg': {'precision': 0.5036387421255842, 'recall': 0.5026797238902295, 'f1-score': 0.35901871242523486, 'support': 725}, 'weighted avg': {'precision': 0.5978261707390563, 'recall': 0.36551724137931035, 'f1-score': 0.33115515677282903, 'support': 725}}",
392,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,LSTM,0:05:02.812688,1.0,1.0,1.0,1.0,"[[462   0]
 [  0   0]]","{'0': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 462}, 'accuracy': 1.0, 'macro avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 462}, 'weighted avg': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 462}}",0.2887215316295624
394,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,SupportVectorsMachine,0:01:26.843415,0.6795698924731183,0.8092189500640204,1.0,0.6795698924731183,"[[316 149]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6795698924731183, 'f1-score': 0.8092189500640204, 'support': 465}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6795698924731183, 'macro avg': {'precision': 0.5, 'recall': 0.33978494623655914, 'f1-score': 0.4046094750320102, 'support': 465}, 'weighted avg': {'precision': 1.0, 'recall': 0.6795698924731183, 'f1-score': 0.8092189500640204, 'support': 465}}",
395,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,RandomForest,0:00:29.186374,0.9956989247311828,0.9978448275862071,1.0,0.9956989247311828,"[[463   2]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9956989247311828, 'f1-score': 0.997844827586207, 'support': 465}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9956989247311828, 'macro avg': {'precision': 0.5, 'recall': 0.4978494623655914, 'f1-score': 0.4989224137931035, 'support': 465}, 'weighted avg': {'precision': 1.0, 'recall': 0.9956989247311828, 'f1-score': 0.997844827586207, 'support': 465}}",
396,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,DecisionTree,0:00:00.469214,0.9397849462365592,0.9689578713968956,1.0,0.9397849462365592,"[[437  28]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.9397849462365592, 'f1-score': 0.9689578713968957, 'support': 465}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.9397849462365592, 'macro avg': {'precision': 0.5, 'recall': 0.4698924731182796, 'f1-score': 0.48447893569844785, 'support': 465}, 'weighted avg': {'precision': 1.0, 'recall': 0.9397849462365592, 'f1-score': 0.9689578713968957, 'support': 465}}",
397,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,GaussianNaiveBayes,0:00:00.023140,0.6258064516129033,0.7698412698412698,1.0,0.6258064516129033,"[[291 174]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6258064516129033, 'f1-score': 0.7698412698412698, 'support': 465}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6258064516129033, 'macro avg': {'precision': 0.5, 'recall': 0.31290322580645163, 'f1-score': 0.3849206349206349, 'support': 465}, 'weighted avg': {'precision': 1.0, 'recall': 0.6258064516129033, 'f1-score': 0.7698412698412698, 'support': 465}}",
398,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,K-NearestNeighbors,0:00:00.155440,0.6731182795698925,0.8046272493573264,1.0,0.6731182795698925,"[[313 152]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6731182795698925, 'f1-score': 0.8046272493573264, 'support': 465}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6731182795698925, 'macro avg': {'precision': 0.5, 'recall': 0.3365591397849462, 'f1-score': 0.4023136246786632, 'support': 465}, 'weighted avg': {'precision': 1.0, 'recall': 0.6731182795698925, 'f1-score': 0.8046272493573264, 'support': 465}}",
399,G05,"(19185, 43)","(465, 43)","{0.0: 13430, 1.0: 5755}",{0.0: 465},feet,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:00:38.340937,0.6860215053763441,0.8137755102040816,1.0,0.6860215053763441,"[[319 146]
 [  0   0]]","{'0.0': {'precision': 1.0, 'recall': 0.6860215053763441, 'f1-score': 0.8137755102040817, 'support': 465}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'accuracy': 0.6860215053763441, 'macro avg': {'precision': 0.5, 'recall': 0.34301075268817205, 'f1-score': 0.40688775510204084, 'support': 465}, 'weighted avg': {'precision': 1.0, 'recall': 0.6860215053763441, 'f1-score': 0.8137755102040816, 'support': 465}}",
400,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,LSTM,0:05:12.213586,0.6651982665061951,0.6833333373069763,0.6651982665061951,0.6651982665061951,"[[302   0]
 [152   0]]","{'0': {'precision': 0.6651982378854625, 'recall': 1.0, 'f1-score': 0.7989417989417988, 'support': 302}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 152}, 'accuracy': 0.6651982378854625, 'macro avg': {'precision': 0.33259911894273125, 'recall': 0.5, 'f1-score': 0.3994708994708994, 'support': 454}, 'weighted avg': {'precision': 0.4424886956859244, 'recall': 0.6651982378854625, 'f1-score': 0.5314546768291262, 'support': 454}}",0.7138561010360718
402,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,SupportVectorsMachine,0:01:24.123101,0.5448577680525164,0.4707694596487748,0.4144180031322132,0.5448577680525164,"[[249  56]
 [152   0]]","{'0.0': {'precision': 0.6209476309226932, 'recall': 0.8163934426229508, 'f1-score': 0.7053824362606231, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 152}, 'accuracy': 0.5448577680525164, 'macro avg': {'precision': 0.3104738154613466, 'recall': 0.4081967213114754, 'f1-score': 0.35269121813031157, 'support': 457}, 'weighted avg': {'precision': 0.41441800313221316, 'recall': 0.5448577680525164, 'f1-score': 0.47076945964877476, 'support': 457}}",
403,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,RandomForest,0:00:28.171701,0.6673960612691466,0.5342671881550911,0.4454175025975705,0.6673960612691466,"[[305   0]
 [152   0]]","{'0.0': {'precision': 0.6673960612691466, 'recall': 1.0, 'f1-score': 0.800524934383202, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 152}, 'accuracy': 0.6673960612691466, 'macro avg': {'precision': 0.3336980306345733, 'recall': 0.5, 'f1-score': 0.400262467191601, 'support': 457}, 'weighted avg': {'precision': 0.4454175025975705, 'recall': 0.6673960612691466, 'f1-score': 0.5342671881550911, 'support': 457}}",
404,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,DecisionTree,0:00:00.453816,0.6673960612691466,0.5342671881550911,0.4454175025975705,0.6673960612691466,"[[305   0]
 [152   0]]","{'0.0': {'precision': 0.6673960612691466, 'recall': 1.0, 'f1-score': 0.800524934383202, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 152}, 'accuracy': 0.6673960612691466, 'macro avg': {'precision': 0.3336980306345733, 'recall': 0.5, 'f1-score': 0.400262467191601, 'support': 457}, 'weighted avg': {'precision': 0.4454175025975705, 'recall': 0.6673960612691466, 'f1-score': 0.5342671881550911, 'support': 457}}",
405,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,GaussianNaiveBayes,0:00:00.023337,0.5754923413566739,0.487569900316071,0.4229522026838207,0.5754923413566739,"[[263  42]
 [152   0]]","{'0.0': {'precision': 0.6337349397590362, 'recall': 0.8622950819672132, 'f1-score': 0.7305555555555555, 'support': 305}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 152}, 'accuracy': 0.5754923413566739, 'macro avg': {'precision': 0.3168674698795181, 'recall': 0.4311475409836066, 'f1-score': 0.36527777777777776, 'support': 457}, 'weighted avg': {'precision': 0.42295220268382067, 'recall': 0.5754923413566739, 'f1-score': 0.48756990031607095, 'support': 457}}",
406,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,K-NearestNeighbors,0:00:00.222410,0.7199124726477024,0.6619017898992634,0.7373539170749897,0.7199124726477024,"[[296   9]
 [119  33]]","{'0.0': {'precision': 0.7132530120481928, 'recall': 0.9704918032786886, 'f1-score': 0.8222222222222223, 'support': 305}, '1.0': {'precision': 0.7857142857142857, 'recall': 0.21710526315789475, 'f1-score': 0.3402061855670103, 'support': 152}, 'accuracy': 0.7199124726477024, 'macro avg': {'precision': 0.7494836488812393, 'recall': 0.5937985332182917, 'f1-score': 0.5812142038946163, 'support': 457}, 'weighted avg': {'precision': 0.7373539170749897, 'recall': 0.7199124726477024, 'f1-score': 0.6619017898992634, 'support': 457}}",
407,G06,"(19193, 43)","(457, 43)","{0.0: 13590, 1.0: 5603}","{0.0: 305, 1.0: 152}",feet,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:00:59.518768,0.7264770240700219,0.6669406709565167,0.7588298491788069,0.7264770240700219,"[[299   6]
 [119  33]]","{'0.0': {'precision': 0.715311004784689, 'recall': 0.980327868852459, 'f1-score': 0.8271092669432919, 'support': 305}, '1.0': {'precision': 0.8461538461538461, 'recall': 0.21710526315789475, 'f1-score': 0.34554973821989526, 'support': 152}, 'accuracy': 0.7264770240700219, 'macro avg': {'precision': 0.7807324254692676, 'recall': 0.5987165660051769, 'f1-score': 0.5863295025815936, 'support': 457}, 'weighted avg': {'precision': 0.7588298491788069, 'recall': 0.7264770240700219, 'f1-score': 0.6669406709565167, 'support': 457}}",
408,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,LSTM,0:04:59.244168,0.16414141654968262,0.17249999940395355,0.16414141654968262,0.16414141654968262,"[[130   0]
 [662   0]]","{'0': {'precision': 0.16414141414141414, 'recall': 1.0, 'f1-score': 0.28199566160520606, 'support': 130}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 662}, 'accuracy': 0.16414141414141414, 'macro avg': {'precision': 0.08207070707070707, 'recall': 0.5, 'f1-score': 0.14099783080260303, 'support': 792}, 'weighted avg': {'precision': 0.026942403836343227, 'recall': 0.16414141414141414, 'f1-score': 0.046287166677622206, 'support': 792}}",1.7648259401321411
410,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,SupportVectorsMachine,0:01:14.692354,0.5622641509433962,0.6159426110355394,0.7966973002647323,0.5622641509433962,"[[ 98  35]
 [313 349]]","{'0.0': {'precision': 0.2384428223844282, 'recall': 0.7368421052631579, 'f1-score': 0.36029411764705876, 'support': 133}, '1.0': {'precision': 0.9088541666666666, 'recall': 0.527190332326284, 'f1-score': 0.6673040152963671, 'support': 662}, 'accuracy': 0.5622641509433962, 'macro avg': {'precision': 0.5736484945255474, 'recall': 0.6320162187947209, 'f1-score': 0.5137990664717129, 'support': 795}, 'weighted avg': {'precision': 0.7966973002647323, 'recall': 0.5622641509433962, 'f1-score': 0.6159426110355394, 'support': 795}}",
411,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,RandomForest,0:00:27.656801,0.16729559748427672,0.0479532639340707,0.02798781693762114,0.16729559748427672,"[[133   0]
 [662   0]]","{'0.0': {'precision': 0.16729559748427672, 'recall': 1.0, 'f1-score': 0.28663793103448276, 'support': 133}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 662}, 'accuracy': 0.16729559748427672, 'macro avg': {'precision': 0.08364779874213836, 'recall': 0.5, 'f1-score': 0.14331896551724138, 'support': 795}, 'weighted avg': {'precision': 0.027987816937621136, 'recall': 0.16729559748427672, 'f1-score': 0.0479532639340707, 'support': 795}}",
412,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,DecisionTree,0:00:00.469696,0.2289308176100629,0.1688844790429696,0.8308176100628931,0.2289308176100629,"[[131   2]
 [611  51]]","{'0.0': {'precision': 0.1765498652291105, 'recall': 0.9849624060150376, 'f1-score': 0.29942857142857143, 'support': 133}, '1.0': {'precision': 0.9622641509433962, 'recall': 0.0770392749244713, 'f1-score': 0.14265734265734265, 'support': 662}, 'accuracy': 0.2289308176100629, 'macro avg': {'precision': 0.5694070080862533, 'recall': 0.5310008404697545, 'f1-score': 0.22104295704295704, 'support': 795}, 'weighted avg': {'precision': 0.8308176100628931, 'recall': 0.2289308176100629, 'f1-score': 0.1688844790429696, 'support': 795}}",
413,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,GaussianNaiveBayes,0:00:00.024209,0.8742138364779874,0.8586220418385999,0.8618991739391192,0.8742138364779874,"[[ 53  80]
 [ 20 642]]","{'0.0': {'precision': 0.726027397260274, 'recall': 0.39849624060150374, 'f1-score': 0.5145631067961165, 'support': 133}, '1.0': {'precision': 0.889196675900277, 'recall': 0.9697885196374623, 'f1-score': 0.9277456647398843, 'support': 662}, 'accuracy': 0.8742138364779874, 'macro avg': {'precision': 0.8076120365802755, 'recall': 0.684142380119483, 'f1-score': 0.7211543857680004, 'support': 795}, 'weighted avg': {'precision': 0.8618991739391192, 'recall': 0.8742138364779874, 'f1-score': 0.8586220418385999, 'support': 795}}",
414,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,K-NearestNeighbors,0:00:00.217453,0.31949685534591193,0.336648527074766,0.7511530398322851,0.31949685534591193,"[[111  22]
 [519 143]]","{'0.0': {'precision': 0.1761904761904762, 'recall': 0.8345864661654135, 'f1-score': 0.2909567496723461, 'support': 133}, '1.0': {'precision': 0.8666666666666667, 'recall': 0.21601208459214502, 'f1-score': 0.34582829504232165, 'support': 662}, 'accuracy': 0.31949685534591193, 'macro avg': {'precision': 0.5214285714285715, 'recall': 0.5252992753787793, 'f1-score': 0.31839252235733384, 'support': 795}, 'weighted avg': {'precision': 0.7511530398322851, 'recall': 0.31949685534591193, 'f1-score': 0.336648527074766, 'support': 795}}",
415,G07,"(18855, 43)","(795, 43)","{0.0: 13762, 1.0: 5093}","{1.0: 662, 0.0: 133}",feet,acc,stat,K-NearestNeighbors_DynamicTimeWrapping,0:01:12.414432,0.31949685534591193,0.336648527074766,0.7511530398322851,0.31949685534591193,"[[111  22]
 [519 143]]","{'0.0': {'precision': 0.1761904761904762, 'recall': 0.8345864661654135, 'f1-score': 0.2909567496723461, 'support': 133}, '1.0': {'precision': 0.8666666666666667, 'recall': 0.21601208459214502, 'f1-score': 0.34582829504232165, 'support': 662}, 'accuracy': 0.31949685534591193, 'macro avg': {'precision': 0.5214285714285715, 'recall': 0.5252992753787793, 'f1-score': 0.31839252235733384, 'support': 795}, 'weighted avg': {'precision': 0.7511530398322851, 'recall': 0.31949685534591193, 'f1-score': 0.336648527074766, 'support': 795}}",
416,G08,"(16730, 43)","(2920, 43)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,acc,stat,LSTM,0:04:38.807281,0.0750771313905716,0.08355977386236191,0.0750771313905716,0.0750771313905716,"[[ 219    0]
 [2698    0]]","{'0': {'precision': 0.0750771340418238, 'recall': 1.0, 'f1-score': 0.1396683673469388, 'support': 219}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2698}, 'accuracy': 0.0750771340418238, 'macro avg': {'precision': 0.0375385670209119, 'recall': 0.5, 'f1-score': 0.0698341836734694, 'support': 2917}, 'weighted avg': {'precision': 0.005636576055933977, 'recall': 0.0750771340418238, 'f1-score': 0.01048590073670881, 'support': 2917}}",1.7561899423599243
418,G08,"(16730, 43)","(2920, 43)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,acc,stat,SupportVectorsMachine,0:00:41.815660,0.5047945205479452,0.6142867066689289,0.8567906100699052,0.5047945205479452,"[[ 105  117]
 [1329 1369]]","{'0.0': {'precision': 0.07322175732217573, 'recall': 0.47297297297297297, 'f1-score': 0.12681159420289856, 'support': 222}, '1.0': {'precision': 0.9212651413189771, 'recall': 0.5074128984432913, 'f1-score': 0.654397705544933, 'support': 2698}, 'accuracy': 0.5047945205479452, 'macro avg': {'precision': 0.4972434493205764, 'recall': 0.49019293570813216, 'f1-score': 0.3906046498739158, 'support': 2920}, 'weighted avg': {'precision': 0.8567906100699052, 'recall': 0.5047945205479452, 'f1-score': 0.614286706668929, 'support': 2920}}",
419,G08,"(16730, 43)","(2920, 43)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,acc,stat,RandomForest,0:00:23.982950,0.07602739726027398,0.010743527811445464,0.0057801651341715145,0.07602739726027398,"[[ 222    0]
 [2698    0]]","{'0.0': {'precision': 0.07602739726027398, 'recall': 1.0, 'f1-score': 0.1413112667091025, 'support': 222}, '1.0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2698}, 'accuracy': 0.07602739726027398, 'macro avg': {'precision': 0.03801369863013699, 'recall': 0.5, 'f1-score': 0.07065563335455124, 'support': 2920}, 'weighted avg': {'precision': 0.0057801651341715145, 'recall': 0.07602739726027398, 'f1-score': 0.010743527811445464, 'support': 2920}}",
420,G08,"(16730, 43)","(2920, 43)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,acc,stat,DecisionTree,0:00:00.437730,0.07260273972602739,0.014115864997210688,0.2573968219590614,0.07260273972602739,"[[ 206   16]
 [2692    6]]","{'0.0': {'precision': 0.07108350586611456, 'recall': 0.9279279279279279, 'f1-score': 0.13205128205128205, 'support': 222}, '1.0': {'precision': 0.2727272727272727, 'recall': 0.002223869532987398, 'f1-score': 0.004411764705882353, 'support': 2698}, 'accuracy': 0.07260273972602739, 'macro avg': {'precision': 0.17190538929669363, 'recall': 0.4650758987304576, 'f1-score': 0.06823152337858221, 'support': 2920}, 'weighted avg': {'precision': 0.2573968219590614, 'recall': 0.07260273972602739, 'f1-score': 0.014115864997210688, 'support': 2920}}",
421,G08,"(16730, 43)","(2920, 43)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,acc,stat,GaussianNaiveBayes,0:00:00.035347,0.7674657534246575,0.8065823716591115,0.8527426316306651,0.7674657534246575,"[[  26  196]
 [ 483 2215]]","{'0.0': {'precision': 0.05108055009823183, 'recall': 0.11711711711711711, 'f1-score': 0.07113543091655267, 'support': 222}, '1.0': {'precision': 0.9187059311489009, 'recall': 0.8209785025945144, 'f1-score': 0.8670972793110197, 'support': 2698}, 'accuracy': 0.7674657534246575, 'macro avg': {'precision': 0.48489324062356637, 'recall': 0.4690478098558158, 'f1-score': 0.46911635511378613, 'support': 2920}, 'weighted avg': {'precision': 0.852742631630665, 'recall': 0.7674657534246575, 'f1-score': 0.8065823716591115, 'support': 2920}}",
422,G08,"(16730, 43)","(2920, 43)","{0.0: 13673, 1.0: 3057}","{1.0: 2698, 0.0: 222}",feet,acc,stat,K-NearestNeighbors,0:00:00.363338,0.2654109589041096,0.3442358221939858,0.854143309050908,0.2654109589041096,"[[ 168   54]
 [2091  607]]","{'0.0': {'precision': 0.07436918990703852, 'recall': 0.7567567567567568, 'f1-score': 0.1354292623941959, 'support': 222}, '1.0': {'precision': 0.9183055975794251, 'recall': 0.22498146775389177, 'f1-score': 0.36141708841917236, 'support': 2698}, 'accuracy': 0.2654109589041096, 'macro avg': {'precision': 0.4963373937432318, 'recall': 0.49086911225532426, 'f1-score': 0.24842317540668413, 'support': 2920}, 'weighted avg': {'precision': 0.854143309050908, 'recall': 0.2654109589041096, 'f1-score': 0.3442358221939858, 'support': 2920}}",
